title_id,genre,main_rating,main_title,title_id
608261,['story' 'thrill'],9.40,심연의 하늘 시즌 1~3,608261
608263,['story' 'drama' 'pure'],9.96,늘 푸른 찻집,608263
608265,['story' 'comic' 'drama'],9.97,질풍기획 시즌2,608265
609477,['episode' 'comic'],9.41,소년들은 무엇을 하고 있을까,609477
609480,['story' 'fantasy' 'drama' 'thrill'],9.95,하이브,609480
612767,['story' 'fantasy' 'action'],9.95,블랙시저스,612767
612769,['story' 'fantasy' 'drama' 'pure'],9.97,언터처블,612769
613076,['story' 'fantasy' 'action'],9.84,퇴마전쟁,613076
613933,['story' 'drama' 'pure'],9.96,운빨로맨스,613933
616238,['story' 'fantasy' 'action'],9.94,사이드킥,616238
616239,['episode' 'daily' 'comic'],9.94,윌유메리미,616239
616883,['episode' 'daily' 'drama'],9.79,미쳐 날뛰는 생활툰,616883
61731,['episode' 'daily' 'comic'],9.84,판다독,61731
617882,['episode'],9.68,모던패밀리 2,617882
619329,['story' 'drama' 'historical'],9.96,페르샤 시즌2,619329
619935,['story' 'drama'],9.28,일등당첨,619935
621494,['story' 'drama'],9.97,국립자유경제고등학교 세실고 2학기,621494
62251,['story' 'fantasy'],9.15,플루타크 영웅전,62251
622638,['story' 'fantasy' 'drama'],9.96,섀도우,622638
622639,['story' 'comic' 'drama'],9.94,헬로 미스터 테디,622639
622640,['story' 'drama' 'pure'],9.98,프린스의 왕자,622640
622641,['story' 'fantasy' 'drama'],9.94,붉은 실,622641
622643,['story' 'pure' 'sensibility'],9.97,진눈깨비 소년,622643
622644,['story' 'fantasy' 'drama'],9.37,아메리카노 엑소더스,622644
622646,['story' 'drama'],9.95,마녀사냥,622646
622647,['story' 'comic' 'fantasy' 'drama'],9.91,출격! 반보트,622647
622648,['story' 'comic' 'fantasy' 'drama'],9.92,모태솔로수용소,622648
624632,['omnibus' 'fantasy' 'action' 'drama'],9.88,마루한 - 구현동화전,624632
626904,['story' 'fantasy' 'pure'],9.97,시타를 위하여,626904
626906,['episode' 'daily'],9.97,패밀리 사이즈,626906
626907,['story' 'drama'],9.38,복학왕,626907
626938,['story' 'drama' 'pure'],9.96,프린세스 1~4부,626938
626939,['story' 'fantasy' 'action'],9.96,둥굴레차!,626939
626940,['story' 'fantasy'],9.98,오즈랜드,626940
626946,['story' 'fantasy' 'thrill'],9.94,버퍼링,626946
626949,['story' 'fantasy' 'drama'],9.94,바로잡는 순애보,626949
628876,['story' 'drama' 'thrill'],9.95,나는 너를 보았다,628876
628997,['story' 'thrill'],9.98,후레자식,628997
628998,['story' 'thrill'],9.97,데드데이즈(DEAD DAYS),628998
629055,['story' 'comic' 'drama'],9.78,불만시대,629055
629056,['story' 'fantasy' 'pure'],9.98,윈터우즈,629056
630386,['story' 'fantasy' 'drama'],9.95,인챈트-나람이야기,630386
630832,['story' 'action' 'drama'],9.93,크레이터,630832
63129,['story' 'pure'],9.21,보톡스,63129
631780,['omnibus'],9.69,"2014 네이버 웹툰, 왓 이프?",631780
632330,['story' 'thrill'],9.97,빙의,632330
632337,['story' 'drama' 'thrill'],9.96,재앙은 미묘하게,632337
632341,['story' 'drama' 'sensibility'],9.98,남과 여,632341
632342,['episode' 'daily'],9.95,오늘 밤은 어둠이 무서워요,632342
632344,['story' 'drama' 'pure'],9.96,두근거려요,632344
632705,['story' 'thrill'],9.95,딥(DEEP),632705
63453,['story' 'drama' 'historical'],9.91,묵회,63453
63454,['omnibus' 'drama'],9.88,구름의 노래,63454
63455,['story' 'fantasy'],9.16,불량 뱀파이어,63455
635174,['story' 'fantasy' 'action'],9.77,씬커,635174
635187,['omnibus'],9.90,지옥캠프 단편선 시즌4,635187
635989,['story' 'drama' 'pure'],9.89,우리 헤어졌어요,635989
637931,['story' 'comic' 'fantasy'],9.97,전자오락수호대,637931
638994,['story' 'drama' 'pure'],9.97,Ho!,638994
639080,['story' 'drama' 'pure'],9.96,영수의 봄,639080
639604,['episode' 'comic'],9.95,여탕보고서,639604
640050,['episode' 'daily' 'drama'],9.97,엄마와 딸 x2,640050
640110,['story' 'fantasy' 'drama'],9.98,숲 속의 미마,640110
641253,['story' 'fantasy' 'drama'],9.51,외모지상주의,641253
641580,['story' 'fantasy' 'thrill'],9.93,일사부재리,641580
642598,['episode' 'comic' 'historical'],9.89,조선왕조실톡,642598
642599,['story' 'drama' 'sensibility'],9.98,아이덴티티,642599
642604,['story' 'drama' 'sports'],9.95,화이트멜로우,642604
642653,['story' 'fantasy' 'action'],9.97,사이드킥 2~3,642653
642700,['story' 'drama'],9.82,공복의 저녁식사,642700
643123,['story' 'drama' 'pure'],9.98,녹두전,643123
643302,['story' 'fantasy' 'drama'],9.67,중립디자인구역,643302
643607,['story' 'pure'],9.86,한국만화거장전 : 순정만화특집,643607
644111,['story' 'drama'],9.28,손의 흔적,644111
644112,['story' 'historical'],9.95,몽홀,644112
644117,['omnibus' 'fantasy' 'action' 'drama'],9.53,2015 우주특집 단편,644117
644180,['omnibus' 'comic'],9.91,하루 3컷,644180
644182,['story' 'fantasy' 'drama'],9.94,지새는 달,644182
646358,['episode' 'comic' 'thrill'],9.89,백귀야행지,646358
646359,['episode' 'comic'],9.80,밥풀때기,646359
646568,['story' 'drama'],9.90,2호선 세입자,646568
647946,['story' 'drama' 'sensibility'],9.98,여중생A,647946
647947,['story' 'drama' 'thrill'],9.98,저승에서 만난 사람들,647947
647948,['story' 'drama' 'pure'],9.69,프린세스 5부,647948
648419,['story' 'drama'],9.81,뷰티풀 군바리,648419
64997,['story' 'fantasy'],9.94,나이트런,64997
650292,['story' 'comic' 'drama'],9.98,달수 이야기,650292
650304,['episode' 'fantasy' 'pure' 'sensibility'],9.98,슈퍼 시크릿,650304
650305,['story' 'fantasy' 'action' 'historical'],9.98,호랑이형님,650305
651617,['story' 'daily' 'comic' 'fantasy'],9.96,연애의 정령,651617
651663,['episode' 'fantasy' 'thrill'],9.78,빨간책,651663
651664,['episode' 'drama' 'sensibility'],9.97,밥 먹고 갈래요?,651664
651665,['story' 'comic' 'action'],9.84,야부리맨,651665
651667,['story' 'comic' 'action'],8.62,낚시신공,651667
651670,['episode' 'daily' 'drama'],9.96,낢 부럽지 않은 신혼여행기,651670
651673,['episode' 'daily' 'comic'],9.97,유미의 세포들,651673
651675,['omnibus' 'daily' 'sensibility'],9.97,우바우,651675
